Functions/Programs,Fiscal Year,Department Code,Department Description,Line Item Code,Line Item Description,YTD Expenditure (Line Item),Department Total YTD,PDF File,PDF Page
72000 Support Services,FY17,72210,Regular Instruction Program,432,Library Books/Media,"9,498.28",,fund141FY17.pdf,28
72000 Support Services,FY17,72210,Regular Instruction Program,499,Other Supplies And Materials,0,,fund141FY17.pdf,28
72000 Support Services,FY17,72210,Regular Instruction Program,524,In-Service/Staff Development,90,,fund141FY17.pdf,28
72000 Support Services,FY17,72210,Regular Instruction Program,,Department Total,,"395,814.04",fund141FY17.pdf,28
72000 Support Services,FY17,72220,Special Education Program,105,Supervisor/Director,"40,959.77",,fund141FY17.pdf,28
72000 Support Services,FY17,72220,Special Education Program,162,Clerical Personnel,"1,999.92",,fund141FY17.pdf,28
72000 Support Services,FY17,72220,Special Education Program,201,Social Security,"2,461.45",,fund141FY17.pdf,28
72000 Support Services,FY17,72220,Special Education Program,204,State Retirement,"3,747.50",,fund141FY17.pdf,28
72000 Support Services,FY17,72220,Special Education Program,207,Medical Insurance,"8,775.59",,fund141FY17.pdf,28
72000 Support Services,FY17,72220,Special Education Program,212,Employer Medicare,575.61,,fund141FY17.pdf,28
72000 Support Services,FY17,72220,Special Education Program,355,Travel,"3,996.66",,fund141FY17.pdf,28
72000 Support Services,FY17,72220,Special Education Program,,Department Total,,"62,516.50",fund141FY17.pdf,28
72000 Support Services,FY17,72230,Vocational Education Program,105,Supervisor/Director,"27,788.68",,fund141FY17.pdf,28
72000 Support Services,FY17,72230,Vocational Education Program,117,Career Ladder Program,0,,fund141FY17.pdf,28
72000 Support Services,FY17,72230,Vocational Education Program,201,Social Security,"1,646.07",,fund141FY17.pdf,29
72000 Support Services,FY17,72230,Vocational Education Program,204,State Retirement,"2,512.07",,fund141FY17.pdf,29
72000 Support Services,FY17,72230,Vocational Education Program,207,Medical Insurance,"4,165.49",,fund141FY17.pdf,29
72000 Support Services,FY17,72230,Vocational Education Program,212,Employer Medicare,384.96,,fund141FY17.pdf,29
72000 Support Services,FY17,72230,Vocational Education Program,,Department Total,,"36,497.27",fund141FY17.pdf,29
72000 Support Services,FY17,72250,Technology,350,Object Not In Use,0,,fund141FY17.pdf,1
72000 Support Services,FY17,72250,Technology,,Department Total,,0,fund141FY17.pdf,1
72000 Support Services,FY17,72310,Board Of Education,191,Board And Committee Members Fees,"2,695.00",,fund141FY17.pdf,29
72000 Support Services,FY17,72310,Board Of Education,201,Social Security,167.09,,fund141FY17.pdf,29
72000 Support Services,FY17,72310,Board Of Education,207,Medical Insurance,"31,444.09",,fund141FY17.pdf,29
72000 Support Services,FY17,72310,Board Of Education,210,Unemployment Compensation,"5,158.57",,fund141FY17.pdf,29
72000 Support Services,FY17,72310,Board Of Education,212,Employer Medicare,39.07,,fund141FY17.pdf,29
72000 Support Services,FY17,72310,Board Of Education,305,Audit Services,"5,132.00",,fund141FY17.pdf,29
72000 Support Services,FY17,72310,Board Of Education,320,Dues And Memberships,"9,841.00",,fund141FY17.pdf,29
72000 Support Services,FY17,72310,Board Of Education,355,Travel,550.08,,fund141FY17.pdf,29
72000 Support Services,FY17,72310,Board Of Education,506,Liability Insurance,"16,560.00",,fund141FY17.pdf,29
72000 Support Services,FY17,72310,Board Of Education,508,Premiums On Corporate Surety Bonds,0,,fund141FY17.pdf,29
72000 Support Services,FY17,72310,Board Of Education,510,Trustee's Commission,"77,866.88",,fund141FY17.pdf,29
72000 Support Services,FY17,72310,Board Of Education,513,Workman's Compensation Insurance,"88,934.00",,fund141FY17.pdf,29
72000 Support Services,FY17,72310,Board Of Education,524,In-Service/Staff Development,"1,300.00",,fund141FY17.pdf,29
72000 Support Services,FY17,72310,Board Of Education,599,Other Charges,"11,332.33",,fund141FY17.pdf,29
72000 Support Services,FY17,72310,Board Of Education,,Department Total,,"251,020.11",fund141FY17.pdf,29
72000 Support Services,FY17,72320,Director Of Schools,101,County Official/Administrative Officer,"88,632.96",,fund141FY17.pdf,29
72000 Support Services,FY17,72320,Director Of Schools,117,Career Ladder Program,"1,000.00",,fund141FY17.pdf,29
72000 Support Services,FY17,72320,Director Of Schools,162,Clerical Personnel,"22,356.46",,fund141FY17.pdf,29
72000 Support Services,FY17,72320,Director Of Schools,201,Social Security,"6,498.27",,fund141FY17.pdf,29
72000 Support Services,FY17,72320,Director Of Schools,204,State Retirement,"8,601.39",,fund141FY17.pdf,29
72000 Support Services,FY17,72320,Director Of Schools,207,Medical Insurance,"22,409.63",,fund141FY17.pdf,29
72000 Support Services,FY17,72320,Director Of Schools,212,Employer Medicare,"1,519.76",,fund141FY17.pdf,29
72000 Support Services,FY17,72320,Director Of Schools,307,Communication,"59,595.77",,fund141FY17.pdf,29
72000 Support Services,FY17,72320,Director Of Schools,355,Travel,"2,332.26",,fund141FY17.pdf,29
72000 Support Services,FY17,72320,Director Of Schools,435,Office Supplies,"4,066.09",,fund141FY17.pdf,29
72000 Support Services,FY17,72320,Director Of Schools,599,Other Charges,"12,175.99",,fund141FY17.pdf,29
72000 Support Services,FY17,72320,Director Of Schools,701,Administration Equipment,"5,525.34",,fund141FY17.pdf,30
72000 Support Services,FY17,72320,Director Of Schools,,Department Total,,"234,713.92",fund141FY17.pdf,30
72000 Support Services,FY17,72410,Office Of The Principal,104,Principals,"147,180.08",,fund141FY17.pdf,30
72000 Support Services,FY17,72410,Office Of The Principal,117,Career Ladder Program,"1,208.43",,fund141FY17.pdf,30
72000 Support Services,FY17,72410,Office Of The Principal,139,Assistant Principals,"172,525.41",,fund141FY17.pdf,30
72000 Support Services,FY17,72410,Office Of The Principal,161,Secretary(s),"74,956.65",,fund141FY17.pdf,30
72000 Support Services,FY17,72410,Office Of The Principal,162,Clerical Personnel,"79,100.29",,fund141FY17.pdf,30
72000 Support Services,FY17,72410,Office Of The Principal,201,Social Security,"27,543.40",,fund141FY17.pdf,30
72000 Support Services,FY17,72410,Office Of The Principal,204,State Retirement,"32,398.85",,fund141FY17.pdf,30
72000 Support Services,FY17,72410,Office Of The Principal,207,Medical Insurance,"86,766.28",,fund141FY17.pdf,30
72000 Support Services,FY17,72410,Office Of The Principal,212,Employer Medicare,"6,441.59",,fund141FY17.pdf,30
72000 Support Services,FY17,72410,Office Of The Principal,307,Communication,"1,647.04",,fund141FY17.pdf,30
72000 Support Services,FY17,72410,Office Of The Principal,599,Other Charges,"3,000.00",,fund141FY17.pdf,30
72000 Support Services,FY17,72410,Office Of The Principal,701,Administration Equipment,"12,098.17",,fund141FY17.pdf,30
72000 Support Services,FY17,72410,Office Of The Principal,,Department Total,,"644,866.19",fund141FY17.pdf,30
72000 Support Services,FY17,72510,Fiscal Services,105,Supervisor/Director,0,,fund141FY17.pdf,30
72000 Support Services,FY17,72510,Fiscal Services,119,Accountants/Bookkeepers,"84,185.28",,fund141FY17.pdf,30
72000 Support Services,FY17,72510,Fiscal Services,201,Social Security,"4,989.14",,fund141FY17.pdf,30
72000 Support Services,FY17,72510,Fiscal Services,204,State Retirement,"1,877.28",,fund141FY17.pdf,30
72000 Support Services,FY17,72510,Fiscal Services,207,Medical Insurance,"13,795.21",,fund141FY17.pdf,30
72000 Support Services,FY17,72510,Fiscal Services,212,Employer Medicare,"1,166.76",,fund141FY17.pdf,30
72000 Support Services,FY17,72510,Fiscal Services,,Department Total,,"106,013.67",fund141FY17.pdf,30
72000 Support Services,FY17,72610,Operation Of Plant,166,Custodial Personnel,"160,354.98",,fund141FY17.pdf,30
72000 Support Services,FY17,72610,Operation Of Plant,201,Social Security,"9,058.43",,fund141FY17.pdf,30
72000 Support Services,FY17,72610,Operation Of Plant,204,State Retirement,"3,575.92",,fund141FY17.pdf,30
72000 Support Services,FY17,72610,Operation Of Plant,207,Medical Insurance,"50,599.05",,fund141FY17.pdf,30
72000 Support Services,FY17,72610,Operation Of Plant,212,Employer Medicare,"2,118.49",,fund141FY17.pdf,30
72000 Support Services,FY17,72610,Operation Of Plant,336,Maintenance And Repair Services-Equipr,140,,fund141FY17.pdf,30
72000 Support Services,FY17,72610,Operation Of Plant,410,Custodial Supplies,"38,408.55",,fund141FY17.pdf,30
72000 Support Services,FY17,72610,Operation Of Plant,415,Electricity,"272,556.30",,fund141FY17.pdf,30
72000 Support Services,FY17,72610,Operation Of Plant,434,Natural Gas,"24,272.94",,fund141FY17.pdf,31
72000 Support Services,FY17,72610,Operation Of Plant,454,Water And Sewer,"35,246.78",,fund141FY17.pdf,31
72000 Support Services,FY17,72610,Operation Of Plant,499,Other Supplies And Materials,"20,956.06",,fund141FY17.pdf,31
72000 Support Services,FY17,72610,Operation Of Plant,502,Building And Contents Insurance,"49,682.00",,fund141FY17.pdf,31
72000 Support Services,FY17,72610,Operation Of Plant,,Department Total,,"666,969.50",fund141FY17.pdf,31
72000 Support Services,FY17,72620,Maintenance Of Plant,167,Maintenance Personnel,"71,319.44",,fund141FY17.pdf,31
72000 Support Services,FY17,72620,Maintenance Of Plant,201,Social Security,"4,272.56",,fund141FY17.pdf,31
72000 Support Services,FY17,72620,Maintenance Of Plant,204,State Retirement,"1,590.42",,fund141FY17.pdf,31
72000 Support Services,FY17,72620,Maintenance Of Plant,207,Medical Insurance,"5,360.50",,fund141FY17.pdf,31
72000 Support Services,FY17,72620,Maintenance Of Plant,212,Employer Medicare,999.22,,fund141FY17.pdf,31
72000 Support Services,FY17,72620,Maintenance Of Plant,335,Maintenance And Repair Services-Buildir,"10,312.48",,fund141FY17.pdf,31
72000 Support Services,FY17,72620,Maintenance Of Plant,336,Maintenance And Repair Services-Equipr,"56,660.73",,fund141FY17.pdf,31
72000 Support Services,FY17,72620,Maintenance Of Plant,347,Pest Control,"1,920.00",,fund141FY17.pdf,31
72000 Support Services,FY17,72620,Maintenance Of Plant,399,Other Contracted Services,0,,fund141FY17.pdf,31
72000 Support Services,FY17,72620,Maintenance Of Plant,499,Other Supplies And Materials,"28,436.64",,fund141FY17.pdf,31
72000 Support Services,FY17,72620,Maintenance Of Plant,599,Other Charges,910,,fund141FY17.pdf,31
72000 Support Services,FY17,72620,Maintenance Of Plant,717,Maintenance Equipment,"4,100.00",,fund141FY17.pdf,31
72000 Support Services,FY17,72620,Maintenance Of Plant,,Department Total,,"185,881.99",fund141FY17.pdf,31
72000 Support Services,FY17,72710,Transportation,142,Mechanic(s),"34,713.18",,fund141FY17.pdf,31
72000 Support Services,FY17,72710,Transportation,146,Bus Drivers,"207,714.44",,fund141FY17.pdf,31
72000 Support Services,FY17,72710,Transportation,189,Other Salaries & Wages,"11,756.22",,fund141FY17.pdf,31
72000 Support Services,FY17,72710,Transportation,201,Social Security,"15,508.72",,fund141FY17.pdf,31
72000 Support Services,FY17,72710,Transportation,204,State Retirement,"5,987.83",,fund141FY17.pdf,31
72000 Support Services,FY17,72710,Transportation,207,Medical Insurance,"8,728.21",,fund141FY17.pdf,31
72000 Support Services,FY17,72710,Transportation,212,Employer Medicare,"3,627.04",,fund141FY17.pdf,31
72000 Support Services,FY17,72710,Transportation,340,Medical And Dental Services,"2,891.50",,fund141FY17.pdf,31
72000 Support Services,FY17,72710,Transportation,412,Diesel Fuel,"46,721.93",,fund141FY17.pdf,31
72000 Support Services,FY17,72710,Transportation,450,Tires And Tubes,"8,732.87",,fund141FY17.pdf,31
72000 Support Services,FY17,72710,Transportation,453,Vehicle Parts,"25,158.16",,fund141FY17.pdf,31
72000 Support Services,FY17,72710,Transportation,499,Other Supplies And Materials,"5,718.54",,fund141FY17.pdf,31
72000 Support Services,FY17,72710,Transportation,511,Vehicle And Equipment Insurance,"14,541.00",,fund141FY17.pdf,31
72000 Support Services,FY17,72710,Transportation,599,Other Charges,"7,672.08",,fund141FY17.pdf,32
72000 Support Services,FY17,72710,Transportation,729,Transportation Equipment,"79,956.00",,fund141FY17.pdf,32
72000 Support Services,FY17,72710,Transportation,,Department Total,,"479,427.72",fund141FY17.pdf,32
73000 Operation Of Non-Instructional Services,FY17,73300,Community Services,189,Other Salaries & Wages,"22,631.12",,fund141FY17.pdf,33
73000 Operation Of Non-Instructional Services,FY17,73300,Community Services,201,Social Security,"1,347.84",,fund141FY17.pdf,33
73000 Operation Of Non-Instructional Services,FY17,73300,Community Services,204,State Retirement,608.2,,fund141FY17.pdf,33
73000 Operation Of Non-Instructional Services,FY17,73300,Community Services,207,Medical Insurance,"2,395.80",,fund141FY17.pdf,33
73000 Operation Of Non-Instructional Services,FY17,73300,Community Services,212,Employer Medicare,315.2,,fund141FY17.pdf,33
73000 Operation Of Non-Instructional Services,FY17,73300,Community Services,499,Other Supplies And Materials,"2,431.56",,fund141FY17.pdf,33
73000 Operation Of Non-Instructional Services,FY17,73300,Community Services,599,Other Charges,295,,fund141FY17.pdf,33
73000 Operation Of Non-Instructional Services,FY17,73300,Community Services,,Department Total,,"30,024.72",fund141FY17.pdf,33
73000 Operation Of Non-Instructional Services,FY17,73400,Early Childhood Education,105,Supervisor/Director,"6,752.29",,fund141FY17.pdf,33
73000 Operation Of Non-Instructional Services,FY17,73400,Early Childhood Education,116,Teachers,"44,647.40",,fund141FY17.pdf,33
73000 Operation Of Non-Instructional Services,FY17,73400,Early Childhood Education,163,Educational Assistants,"16,718.88",,fund141FY17.pdf,33
73000 Operation Of Non-Instructional Services,FY17,73400,Early Childhood Education,201,Social Security,"3,718.41",,fund141FY17.pdf,33
73000 Operation Of Non-Instructional Services,FY17,73400,Early Childhood Education,204,State Retirement,"5,019.22",,fund141FY17.pdf,33
73000 Operation Of Non-Instructional Services,FY17,73400,Early Childhood Education,207,Medical Insurance,"21,851.75",,fund141FY17.pdf,33
73000 Operation Of Non-Instructional Services,FY17,73400,Early Childhood Education,212,Employer Medicare,869.59,,fund141FY17.pdf,33
73000 Operation Of Non-Instructional Services,FY17,73400,Early Childhood Education,,Department Total,,"99,577.54",fund141FY17.pdf,33
76000 Capital Outlay,FY17,76100,Regular Capital Outlay,707,Building Improvements,"95,125.59",,fund141FY17.pdf,34
76000 Capital Outlay,FY17,76100,Regular Capital Outlay,,Department Total,,"95,125.59",fund141FY17.pdf,34
72000 Support Services,FY18,72250,Technology,105,Supervisor/Director,"36,563.04",,fund141FY18.pdf,1
72000 Support Services,FY18,72250,Technology,189,Other Salaries & Wages,"68,385.08",,fund141FY18.pdf,1
72000 Support Services,FY18,72250,Technology,201,Social Security,"5,609.97",,fund141FY18.pdf,1
72000 Support Services,FY18,72250,Technology,204,State Retirement,"4,844.93",,fund141FY18.pdf,1
72000 Support Services,FY18,72250,Technology,207,Medical Insurance,"29,805.50",,fund141FY18.pdf,1
72000 Support Services,FY18,72250,Technology,212,Employer Medicare,"1,311.97",,fund141FY18.pdf,1
72000 Support Services,FY18,72250,Technology,350,Internet Connectivity,"31,945.40",,fund141FY18.pdf,1
72000 Support Services,FY18,72250,Technology,,Department Total,,"178,465.89",fund141FY18.pdf,1
71000 Instruction,FY18,71100,Regular Instruction Program,116,Teachers,"2,477,721.82",,fund141FY18.pdf,24
71000 Instruction,FY18,71100,Regular Instruction Program,117,Career Ladder Program,"10,000.80",,fund141FY18.pdf,24
71000 Instruction,FY18,71100,Regular Instruction Program,127,Career Ladder Extended Contracts,800,,fund141FY18.pdf,24
71000 Instruction,FY18,71100,Regular Instruction Program,128,Homebound Teachers,"8,597.62",,fund141FY18.pdf,24
71000 Instruction,FY18,71100,Regular Instruction Program,163,Educational Assistants,"91,396.94",,fund141FY18.pdf,24
71000 Instruction,FY18,71100,Regular Instruction Program,189,Other Salaries & Wages,"4,056.00",,fund141FY18.pdf,24
71000 Instruction,FY18,71100,Regular Instruction Program,195,Certified Substitute Teachers,"13,373.38",,fund141FY18.pdf,24
71000 Instruction,FY18,71100,Regular Instruction Program,198,Non-Certified Substitute Teachers,"47,962.28",,fund141FY18.pdf,24
71000 Instruction,FY18,71100,Regular Instruction Program,201,Social Security,"153,777.78",,fund141FY18.pdf,24
71000 Instruction,FY18,71100,Regular Instruction Program,204,State Retirement,"225,446.12",,fund141FY18.pdf,24
71000 Instruction,FY18,71100,Regular Instruction Program,207,Medical Insurance,"460,779.21",,fund141FY18.pdf,24
