Functions/Programs,Fiscal Year,Department Code,Department Description,Line Item Code,Line Item Description,Year-to-Date Expenditures,Department Total,PDF file,PDF page
54000 - Public Safety,FY16,54110,Sheriff's Department,499,Other Supplies And Materials,"26,039.72",,FY16.pdf,6
54000 - Public Safety,FY16,54110,Sheriff's Department,599,Other Charges,98,,FY16.pdf,6
54000 - Public Safety,FY16,54110,Sheriff's Department,709,Data Processing Equipment,"1,719.88",,FY16.pdf,6
54000 - Public Safety,FY16,54110,Sheriff's Department,716,Law Enforcement Equipment,"6,046.90",,FY16.pdf,6
54000 - Public Safety,FY16,54110,Sheriff's Department,718,Motor Vehicles,"6,017.50",,FY16.pdf,6
54000 - Public Safety,FY16,54110,Sheriff's Department,,,,"802,066.71",FY16.pdf,6
54000 - Public Safety,FY16,54120,Special Patrols,435,Office Supplies,248.12,,FY16.pdf,6
54000 - Public Safety,FY16,54120,Special Patrols,451,Uniforms,188.4,,FY16.pdf,6
54000 - Public Safety,FY16,54120,Special Patrols,599,Other Charges,101.13,,FY16.pdf,6
54000 - Public Safety,FY16,54120,Special Patrols,716,Law Enforcement Equipment,"1,447.68",,FY16.pdf,6
54000 - Public Safety,FY16,54120,Special Patrols,,,,"1,985.33",FY16.pdf,6
54000 - Public Safety,FY16,54160,Administration Of The Sexual Offender Rg,309,Contracts With Government Agencies,50,,FY16.pdf,6
54000 - Public Safety,FY16,54160,Administration Of The Sexual Offender Rg,348,Postal Charges,0,,FY16.pdf,6
54000 - Public Safety,FY16,54160,Administration Of The Sexual Offender Rg,399,Other Contracted Services,500,,FY16.pdf,7
54000 - Public Safety,FY16,54160,Administration Of The Sexual Offender Rg,435,Office Supplies,222.5,,FY16.pdf,7
54000 - Public Safety,FY16,54160,Administration Of The Sexual Offender Rg,499,Other Supplies And Materials,558.55,,FY16.pdf,7
54000 - Public Safety,FY16,54160,Administration Of The Sexual Offender Rg,,,,"1,331.05",FY16.pdf,7
54000 - Public Safety,FY16,54210,Jail,138,Instructional Computer Personnel,"7,338.75",,FY16.pdf,7
54000 - Public Safety,FY16,54210,Jail,141,Foremen,"31,357.76",,FY16.pdf,7
54000 - Public Safety,FY16,54210,Jail,160,Guards,"129,875.65",,FY16.pdf,7
54000 - Public Safety,FY16,54210,Jail,161,Secretary(s),"26,927.76",,FY16.pdf,7
54000 - Public Safety,FY16,54210,Jail,186,Longevity Pay,"8,000.00",,FY16.pdf,7
54000 - Public Safety,FY16,54210,Jail,187,Overtime Pay,883.41,,FY16.pdf,7
54000 - Public Safety,FY16,54210,Jail,189,Other Salaries & Wages,"6,000.77",,FY16.pdf,7
54000 - Public Safety,FY16,54210,Jail,196,In-Service Training,958.21,,FY16.pdf,7
54000 - Public Safety,FY16,54210,Jail,309,Contracts With Government Agencies,400,,FY16.pdf,7
54000 - Public Safety,FY16,54210,Jail,335,Maintenance And Repair Services-Buildir,"48,908.91",,FY16.pdf,7
54000 - Public Safety,FY16,54210,Jail,336,Maintenance And Repair Services-Equipr,234.45,,FY16.pdf,7
54000 - Public Safety,FY16,54210,Jail,340,Medical And Dental Services,"83,411.66",,FY16.pdf,7
54000 - Public Safety,FY16,54210,Jail,347,Pest Control,126.5,,FY16.pdf,7
54000 - Public Safety,FY16,54210,Jail,399,Other Contracted Services,0,,FY16.pdf,7
54000 - Public Safety,FY16,54210,Jail,410,Custodial Supplies,"3,974.22",,FY16.pdf,7
54000 - Public Safety,FY16,54210,Jail,413,Drugs And Medical Supplies,20.94,,FY16.pdf,7
54000 - Public Safety,FY16,54210,Jail,415,Electricity,"17,751.71",,FY16.pdf,7
54000 - Public Safety,FY16,54210,Jail,421,Food Preparation Supplies,282.96,,FY16.pdf,7
54000 - Public Safety,FY16,54210,Jail,422,Food Supplies,"37,608.66",,FY16.pdf,7
54000 - Public Safety,FY16,54210,Jail,434,Natural Gas,"1,757.54",,FY16.pdf,7
54000 - Public Safety,FY16,54210,Jail,441,Prisoners Clothing,"1,992.75",,FY16.pdf,7
54000 - Public Safety,FY16,54210,Jail,451,Uniforms,"1,994.81",,FY16.pdf,7
54000 - Public Safety,FY16,54210,Jail,454,Water And Sewer,"11,814.05",,FY16.pdf,7
54000 - Public Safety,FY16,54210,Jail,599,Other Charges,225.9,,FY16.pdf,7
54000 - Public Safety,FY16,54210,Jail,,,,"421,847.37",FY16.pdf,7
54000 - Public Safety,FY16,54260,Commissary,348,Postal Charges,0,,FY16.pdf,7
54000 - Public Safety,FY16,54260,Commissary,349,"Printing, Stationery And Forms",191.78,,FY16.pdf,7
54000 - Public Safety,FY16,54260,Commissary,413,Drugs And Medical Supplies,0,,FY16.pdf,7
54000 - Public Safety,FY16,54260,Commissary,422,Food Supplies,0,,FY16.pdf,7
54000 - Public Safety,FY16,54260,Commissary,435,Office Supplies,28.42,,FY16.pdf,8
54000 - Public Safety,FY16,54260,Commissary,499,Other Supplies And Materials,470.6,,FY16.pdf,8
54000 - Public Safety,FY16,54260,Commissary,,,,690.8,FY16.pdf,8
54000 - Public Safety,FY16,54310,Fire Prevention And Control,169,Part-Time Personnel,"15,000.00",,FY16.pdf,8
54000 - Public Safety,FY16,54310,Fire Prevention And Control,196,In-Service Training,"4,780.88",,FY16.pdf,8
54000 - Public Safety,FY16,54310,Fire Prevention And Control,307,Communication,"2,078.24",,FY16.pdf,8
54000 - Public Safety,FY16,54310,Fire Prevention And Control,334,Maintenance Agreements,"13,383.56",,FY16.pdf,8
54000 - Public Safety,FY16,54310,Fire Prevention And Control,335,Maintenance And Repair Services-Buildir,"6,751.39",,FY16.pdf,8
54000 - Public Safety,FY16,54310,Fire Prevention And Control,338,Maintenance And Repair Services-Vehicle,"20,078.21",,FY16.pdf,8
54000 - Public Safety,FY16,54310,Fire Prevention And Control,340,Medical And Dental Services,"1,092.89",,FY16.pdf,8
54000 - Public Safety,FY16,54310,Fire Prevention And Control,347,Pest Control,655.5,,FY16.pdf,8
54000 - Public Safety,FY16,54310,Fire Prevention And Control,351,Rentals,0,,FY16.pdf,8
54000 - Public Safety,FY16,54310,Fire Prevention And Control,415,Electricity,"4,191.08",,FY16.pdf,8
54000 - Public Safety,FY16,54310,Fire Prevention And Control,425,Gasoline,"2,692.25",,FY16.pdf,8
54000 - Public Safety,FY16,54310,Fire Prevention And Control,434,Natural Gas,"3,543.41",,FY16.pdf,8
54000 - Public Safety,FY16,54310,Fire Prevention And Control,435,Office Supplies,48.99,,FY16.pdf,8
54000 - Public Safety,FY16,54310,Fire Prevention And Control,454,Water And Sewer,687.19,,FY16.pdf,8
54000 - Public Safety,FY16,54310,Fire Prevention And Control,503,Excess Risk Insurance,"3,810.00",,FY16.pdf,8
54000 - Public Safety,FY16,54310,Fire Prevention And Control,718,Motor Vehicles,"133,500.00",,FY16.pdf,8
54000 - Public Safety,FY16,54310,Fire Prevention And Control,790,Other Equipment,"32,546.39",,FY16.pdf,8
54000 - Public Safety,FY16,54310,Fire Prevention And Control,,,,"244,839.98",FY16.pdf,8
54000 - Public Safety,FY16,54490,Other Emergency Management,105,Supervisor/Director,"13,367.28",,FY16.pdf,8
54000 - Public Safety,FY16,54490,Other Emergency Management,196,In-Service Training,150,,FY16.pdf,8
54000 - Public Safety,FY16,54490,Other Emergency Management,307,Communication,"11,322.73",,FY16.pdf,8
54000 - Public Safety,FY16,54490,Other Emergency Management,320,Dues And Memberships,55,,FY16.pdf,8
54000 - Public Safety,FY16,54490,Other Emergency Management,336,Maintenance And Repair Services-Equipr,"1,000.00",,FY16.pdf,8
54000 - Public Safety,FY16,54490,Other Emergency Management,338,Maintenance And Repair Services-Vehicle,"5,309.48",,FY16.pdf,8
54000 - Public Safety,FY16,54490,Other Emergency Management,425,Gasoline,"1,262.45",,FY16.pdf,8
54000 - Public Safety,FY16,54490,Other Emergency Management,435,Office Supplies,106.41,,FY16.pdf,8
54000 - Public Safety,FY16,54490,Other Emergency Management,451,Uniforms,0,,FY16.pdf,8
54000 - Public Safety,FY16,54490,Other Emergency Management,499,Other Supplies And Materials,"14,973.69",,FY16.pdf,8
54000 - Public Safety,FY16,54490,Other Emergency Management,790,Other Equipment,500,,FY16.pdf,8
54000 - Public Safety,FY16,54490,Other Emergency Management,,,,"48,047.04",FY16.pdf,8
55000 - Public Health and Welfare,FY16,55110,Local Health Center,131,Medical Personnel,"76,219.12",,FY16.pdf,9
55000 - Public Health and Welfare,FY16,55110,Local Health Center,186,Longevity Pay,"2,000.00",,FY16.pdf,9
55000 - Public Health and Welfare,FY16,55110,Local Health Center,307,Communication,"2,386.99",,FY16.pdf,9
55000 - Public Health and Welfare,FY16,55110,Local Health Center,309,Contracts With Government Agencies,"13,933.36",,FY16.pdf,9
55000 - Public Health and Welfare,FY16,55110,Local Health Center,312,Contracts With Private Agencies,"15,196.99",,FY16.pdf,9
55000 - Public Health and Welfare,FY16,55110,Local Health Center,335,Maintenance And Repair Services-Buildir,"1,054.02",,FY16.pdf,9
55000 - Public Health and Welfare,FY16,55110,Local Health Center,347,Pest Control,138,,FY16.pdf,9
55000 - Public Health and Welfare,FY16,55110,Local Health Center,348,Postal Charges,0,,FY16.pdf,9
55000 - Public Health and Welfare,FY16,55110,Local Health Center,355,Travel,"1,054.82",,FY16.pdf,9
55000 - Public Health and Welfare,FY16,55110,Local Health Center,399,Other Contracted Services,200,,FY16.pdf,9
55000 - Public Health and Welfare,FY16,55110,Local Health Center,410,Custodial Supplies,0,,FY16.pdf,9
55000 - Public Health and Welfare,FY16,55110,Local Health Center,413,Drugs And Medical Supplies,0,,FY16.pdf,9
55000 - Public Health and Welfare,FY16,55110,Local Health Center,435,Office Supplies,88.35,,FY16.pdf,9
55000 - Public Health and Welfare,FY16,55110,Local Health Center,452,Utilities,"4,886.05",,FY16.pdf,9
55000 - Public Health and Welfare,FY16,55110,Local Health Center,499,Other Supplies And Materials,282.32,,FY16.pdf,9
55000 - Public Health and Welfare,FY16,55110,Local Health Center,599,Other Charges,"6,864.51",,FY16.pdf,9
55000 - Public Health and Welfare,FY16,55110,Local Health Center,,,,"124,304.53",FY16.pdf,9
55000 - Public Health and Welfare,FY16,55120,Rabies And Animal Control,499,Other Supplies And Materials,"5,388.97",,FY16.pdf,9
55000 - Public Health and Welfare,FY16,55120,Rabies And Animal Control,,,,"5,388.97",FY16.pdf,9
55000 - Public Health and Welfare,FY16,55130,Ambulance/Emergency Medical Services,105,Supervisor/Director,"40,102.00",,FY16.pdf,9
55000 - Public Health and Welfare,FY16,55130,Ambulance/Emergency Medical Services,133,Paraprofessionals,"172,417.11",,FY16.pdf,9
55000 - Public Health and Welfare,FY16,55130,Ambulance/Emergency Medical Services,169,Part-Time Personnel,"22,296.10",,FY16.pdf,9
55000 - Public Health and Welfare,FY16,55130,Ambulance/Emergency Medical Services,186,Longevity Pay,"11,000.00",,FY16.pdf,9
55000 - Public Health and Welfare,FY16,55130,Ambulance/Emergency Medical Services,187,Overtime Pay,"28,882.20",,FY16.pdf,9
55000 - Public Health and Welfare,FY16,55130,Ambulance/Emergency Medical Services,189,Other Salaries & Wages,"10,822.57",,FY16.pdf,9
55000 - Public Health and Welfare,FY16,55130,Ambulance/Emergency Medical Services,196,In-Service Training,"1,544.31",,FY16.pdf,9
55000 - Public Health and Welfare,FY16,55130,Ambulance/Emergency Medical Services,307,Communication,"1,914.05",,FY16.pdf,9
55000 - Public Health and Welfare,FY16,55130,Ambulance/Emergency Medical Services,317,Data Processing Services,"12,540.94",,FY16.pdf,9
55000 - Public Health and Welfare,FY16,55130,Ambulance/Emergency Medical Services,320,Dues And Memberships,"1,490.00",,FY16.pdf,9
55000 - Public Health and Welfare,FY16,55130,Ambulance/Emergency Medical Services,335,Maintenance And Repair Services-Buildir,"3,535.18",,FY16.pdf,9
55000 - Public Health and Welfare,FY16,55130,Ambulance/Emergency Medical Services,336,Maintenance And Repair Services-Equipr,"4,148.77",,FY16.pdf,9
55000 - Public Health and Welfare,FY16,55130,Ambulance/Emergency Medical Services,338,Maintenance And Repair Services-Vehicle,"4,690.49",,FY16.pdf,9
55000 - Public Health and Welfare,FY16,55130,Ambulance/Emergency Medical Services,340,Medical And Dental Services,"1,680.00",,FY16.pdf,9
55000 - Public Health and Welfare,FY16,55130,Ambulance/Emergency Medical Services,347,Pest Control,126.5,,FY16.pdf,10
55000 - Public Health and Welfare,FY16,55130,Ambulance/Emergency Medical Services,348,Postal Charges,0,,FY16.pdf,10
55000 - Public Health and Welfare,FY16,55130,Ambulance/Emergency Medical Services,355,Travel,0,,FY16.pdf,10
55000 - Public Health and Welfare,FY16,55130,Ambulance/Emergency Medical Services,413,Drugs And Medical Supplies,"13,551.97",,FY16.pdf,10
55000 - Public Health and Welfare,FY16,55130,Ambulance/Emergency Medical Services,415,Electricity,"2,976.35",,FY16.pdf,10
55000 - Public Health and Welfare,FY16,55130,Ambulance/Emergency Medical Services,418,Equipment And Machinery Parts,"12,547.78",,FY16.pdf,10
55000 - Public Health and Welfare,FY16,55130,Ambulance/Emergency Medical Services,425,Gasoline,"3,489.98",,FY16.pdf,10
55000 - Public Health and Welfare,FY16,55130,Ambulance/Emergency Medical Services,434,Natural Gas,638.43,,FY16.pdf,10
55000 - Public Health and Welfare,FY16,55130,Ambulance/Emergency Medical Services,435,Office Supplies,680.17,,FY16.pdf,10
55000 - Public Health and Welfare,FY16,55130,Ambulance/Emergency Medical Services,451,Uniforms,"1,284.91",,FY16.pdf,10
55000 - Public Health and Welfare,FY16,55130,Ambulance/Emergency Medical Services,454,Water And Sewer,"1,004.24",,FY16.pdf,10
55000 - Public Health and Welfare,FY16,55130,Ambulance/Emergency Medical Services,499,Other Supplies And Materials,0,,FY16.pdf,10
55000 - Public Health and Welfare,FY16,55130,Ambulance/Emergency Medical Services,509,Refunds,873.18,,FY16.pdf,10
55000 - Public Health and Welfare,FY16,55130,Ambulance/Emergency Medical Services,,,,"354,237.23",FY16.pdf,10
55000 - Public Health and Welfare,FY16,55170,Alcohol And Drug Programs,368,Drug Treatment,749.55,,FY16.pdf,10
55000 - Public Health and Welfare,FY16,55170,Alcohol And Drug Programs,499,Other Supplies And Materials,282.26,,FY16.pdf,10
55000 - Public Health and Welfare,FY16,55170,Alcohol And Drug Programs,,,,"1,031.81",FY16.pdf,10
55000 - Public Health and Welfare,FY16,55310,Regional Mental Health Center,310,Contracts With Other Public Agencies,"2,500.00",,FY16.pdf,10
55000 - Public Health and Welfare,FY16,55310,Regional Mental Health Center,,,,"2,500.00",FY16.pdf,10
"56000 - Social, Cultural, and Recreational Services",FY16,56300,Senior Citizens Assistance,316,Contributions,"8,500.00",,FY16.pdf,10
"56000 - Social, Cultural, and Recreational Services",FY16,56300,Senior Citizens Assistance,,,,"8,500.00",FY16.pdf,10
"56000 - Social, Cultural, and Recreational Services",FY16,56500,Libraries,103,Assistant(s),"20,195.53",,FY16.pdf,10
"56000 - Social, Cultural, and Recreational Services",FY16,56500,Libraries,105,Supervisor/Director,"30,899.84",,FY16.pdf,10
"56000 - Social, Cultural, and Recreational Services",FY16,56500,Libraries,169,Part-Time Personnel,"16,996.66",,FY16.pdf,10
"56000 - Social, Cultural, and Recreational Services",FY16,56500,Libraries,186,Longevity Pay,"4,000.00",,FY16.pdf,10
"56000 - Social, Cultural, and Recreational Services",FY16,56500,Libraries,196,In-Service Training,74.48,,FY16.pdf,10
"56000 - Social, Cultural, and Recreational Services",FY16,56500,Libraries,307,Communication,"2,880.28",,FY16.pdf,10
"56000 - Social, Cultural, and Recreational Services",FY16,56500,Libraries,317,Data Processing Services,"1,714.36",,FY16.pdf,10
"56000 - Social, Cultural, and Recreational Services",FY16,56500,Libraries,320,Dues And Memberships,225,,FY16.pdf,10
"56000 - Social, Cultural, and Recreational Services",FY16,56500,Libraries,335,Maintenance And Repair Services-Buildir,"5,750.01",,FY16.pdf,10
"56000 - Social, Cultural, and Recreational Services",FY16,56500,Libraries,347,Pest Control,149.5,,FY16.pdf,10
"56000 - Social, Cultural, and Recreational Services",FY16,56500,Libraries,348,Postal Charges,291.03,,FY16.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY16,56500,Libraries,349,"Printing, Stationery And Forms",120.34,,FY16.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY16,56500,Libraries,355,Travel,475.73,,FY16.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY16,56500,Libraries,410,Custodial Supplies,609.9,,FY16.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY16,56500,Libraries,415,Electricity,"3,950.34",,FY16.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY16,56500,Libraries,429,Instructional Supplies,"2,084.76",,FY16.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY16,56500,Libraries,432,Library Books/Media,"4,547.12",,FY16.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY16,56500,Libraries,434,Natural Gas,"1,138.80",,FY16.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY16,56500,Libraries,435,Office Supplies,"1,488.19",,FY16.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY16,56500,Libraries,437,Periodicals,629.57,,FY16.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY16,56500,Libraries,454,Water And Sewer,905.72,,FY16.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY16,56500,Libraries,499,Other Supplies And Materials,"1,736.38",,FY16.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY16,56500,Libraries,599,Other Charges,"5,420.85",,FY16.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY16,56500,Libraries,719,Office Equipment,"8,925.76",,FY16.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY16,56500,Libraries,,,,"115,210.15",FY16.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY16,56700,Parks And Fair Boards,103,Assistant(s),"3,417.72",,FY16.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY16,56700,Parks And Fair Boards,105,Supervisor/Director,"5,571.01",,FY16.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY16,56700,Parks And Fair Boards,164,Attendants,"5,801.18",,FY16.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY16,56700,Parks And Fair Boards,307,Communication,"1,618.08",,FY16.pdf,11
